country,profile_id,profile_label_fr,profile_label_en,dimension_region,dimension_family_status,dimension_health_insurance,parameter_version,effective_from,minimum_wage_hourly_eur,monthly_reference_hours,monthly_minimum_wage_eur,smic_multiple,gross_monthly_eur,net_before_income_tax_monthly_eur,employer_cost_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,employee_pension_monthly_eur,employee_unemployment_monthly_eur,employee_health_monthly_eur,employee_care_monthly_eur,employer_pension_monthly_eur,employer_unemployment_monthly_eur,employer_health_monthly_eur,employer_care_monthly_eur,health_care_base_monthly_eur,pension_unemployment_base_monthly_eur,social_wedge_monthly_eur,employee_contribution_rate,employer_contribution_rate,social_wedge_rate,cost_to_net_ratio
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.9,2168.399999999583,1709.7833999996712,2627.016599999495,458.61659999991184,458.61659999991184,201.6611999999612,28.189199999994578,189.73499999996352,39.031199999992495,201.6611999999612,28.189199999994578,189.73499999996352,39.031199999992495,2168.399999999583,2168.399999999583,917.2331999998239,0.21150000000000002,0.21150000000000002,0.349153941394965,1.5364616360177554
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.91,2192.493333332912,1728.7809933330009,2656.2056733328227,463.71233999991085,463.71233999991085,203.90187999996078,28.50241333332785,191.84316666662977,39.46487999999241,203.90187999996078,28.50241333332785,191.84316666662977,39.46487999999241,2192.493333332912,2192.493333332912,927.4246799998218,0.2115,0.2115,0.349153941394965,1.5364616360177554
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.92,2216.5866666662405,1747.7785866663307,2685.3947466661502,468.8080799999098,468.8080799999098,206.14255999996035,28.815626666661124,193.95133333329602,39.89855999999232,206.14255999996035,28.815626666661124,193.95133333329602,39.89855999999232,2216.5866666662405,2216.5866666662405,937.6161599998195,0.21149999999999997,0.21149999999999997,0.34915394139496486,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.93,2240.679999999569,1766.7761799996604,2714.583819999478,473.9038199999088,473.9038199999088,208.38323999995993,29.128839999994398,196.0594999999623,40.33223999999224,208.38323999995993,29.128839999994398,196.0594999999623,40.33223999999224,2240.679999999569,2240.679999999569,947.8076399998174,0.21149999999999997,0.21149999999999997,0.3491539413949648,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.94,2264.773333332898,1785.77377333299,2743.772893332806,478.99955999990783,478.99955999990783,210.6239199999595,29.44205333332767,198.16766666662855,40.76591999999216,210.6239199999595,29.44205333332767,198.16766666662855,40.76591999999216,2264.773333332898,2264.773333332898,957.9991199998158,0.21149999999999997,0.21149999999999997,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.95,2288.8666666662266,1804.7713666663196,2772.9619666661333,484.0952999999069,484.0952999999069,212.86459999995907,29.755266666660944,200.27583333329483,41.199599999992074,212.86459999995907,29.755266666660944,200.27583333329483,41.199599999992074,2288.8666666662266,2288.8666666662266,968.1905999998137,0.2115,0.2115,0.34915394139496486,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.96,2312.9599999995553,1823.7689599996493,2802.1510399994613,489.19103999990597,489.19103999990597,215.10527999995864,30.068479999994217,202.38399999996108,41.63327999999199,215.10527999995864,30.068479999994217,202.38399999996108,41.63327999999199,2312.9599999995553,2312.9599999995553,978.382079999812,0.21150000000000002,0.21150000000000002,0.349153941394965,1.5364616360177554
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.97,2337.053333332884,1842.7665533329791,2831.340113332789,494.286779999905,494.286779999905,217.3459599999582,30.38169333332749,204.49216666662733,42.06695999999191,217.3459599999582,30.38169333332749,204.49216666662733,42.06695999999191,2337.053333332884,2337.053333332884,988.5735599998097,0.2115,0.2115,0.34915394139496486,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.98,2361.1466666662127,1861.7641466663088,2860.529186666117,499.382519999904,499.382519999904,219.58663999995778,30.694906666660764,206.6003333332936,42.500639999991826,219.58663999995778,30.694906666660764,206.6003333332936,42.500639999991826,2361.1466666662127,2361.1466666662127,998.7650399998081,0.2115,0.2115,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,0.99,2385.2399999995414,1880.7617399996384,2889.7182599994444,504.478259999903,504.478259999903,221.82731999995735,31.008119999994037,208.70849999995986,42.93431999999174,221.82731999995735,31.008119999994037,208.70849999995986,42.93431999999174,2385.2399999995414,2385.2399999995414,1008.956519999806,0.2115,0.2115,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.0,2409.33333333287,1899.759333332968,2918.907333332772,509.573999999902,509.573999999902,224.06799999995692,31.32133333332731,210.81666666662613,43.36799999999166,224.06799999995692,31.32133333332731,210.81666666662613,43.36799999999166,2409.33333333287,2409.33333333287,1019.1479999998039,0.2115,0.2115,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.01,2433.426666666199,1918.7569266662977,2948.0964066661,514.669739999901,514.669739999901,226.3086799999565,31.634546666660583,212.92483333329238,43.80167999999158,226.3086799999565,31.634546666660583,212.92483333329238,43.80167999999158,2433.426666666199,2433.426666666199,1029.3394799998023,0.2115,0.2115,0.349153941394965,1.5364616360177554
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.02,2457.5199999995275,1937.7545199996275,2977.2854799994275,519.7654799999001,519.7654799999001,228.54935999995607,31.947759999993856,215.03299999995863,44.235359999991495,228.54935999995607,31.947759999993856,215.03299999995863,44.235359999991495,2457.5199999995275,2457.5199999995275,1039.5309599998,0.21150000000000002,0.21150000000000002,0.34915394139496486,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.03,2481.613333332856,1956.7521133329572,3006.474553332755,524.861219999899,524.861219999899,230.79003999995564,32.26097333332713,217.1411666666249,44.669039999991405,230.79003999995564,32.26097333332713,217.1411666666249,44.669039999991405,2481.613333332856,2481.613333332856,1049.7224399997979,0.2115,0.2115,0.34915394139496486,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.04,2505.706666666185,1975.7497066662868,3035.663626666083,529.9569599998981,529.9569599998981,233.03071999995518,32.5741866666604,219.24933333329116,45.10271999999132,233.03071999995518,32.5741866666604,219.24933333329116,45.10271999999132,2505.706666666185,2505.706666666185,1059.9139199997962,0.2115,0.2115,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.05,2529.7999999995136,1994.7472999996166,3064.8526999994106,535.0526999998971,535.0526999998971,235.27139999995475,32.887399999993676,221.35749999995744,45.53639999999124,235.27139999995475,32.887399999993676,221.35749999995744,45.53639999999124,2529.7999999995136,2529.7999999995136,1070.105399999794,0.21149999999999997,0.21149999999999997,0.3491539413949648,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.06,2553.8933333328423,2013.744893332946,3094.0417733327386,540.1484399998961,540.1484399998961,237.51207999995432,33.20061333332695,223.4656666666237,45.97007999999116,237.51207999995432,33.20061333332695,223.4656666666237,45.97007999999116,2553.8933333328423,2553.8933333328423,1080.2968799997925,0.2115,0.2115,0.349153941394965,1.5364616360177554
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.07,2577.986666666171,2032.742486666276,3123.230846666066,545.2441799998951,545.2441799998951,239.7527599999539,33.51382666666022,225.57383333328994,46.403759999991074,239.7527599999539,33.51382666666022,225.57383333328994,46.403759999991074,2577.986666666171,2577.986666666171,1090.4883599997902,0.21149999999999997,0.21149999999999997,0.34915394139496486,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.08,2602.0799999994997,2051.7400799996058,3152.4199199993936,550.3399199998942,550.3399199998942,241.99343999995347,33.827039999993495,227.68199999995622,46.83743999999099,241.99343999995347,33.827039999993495,227.68199999995622,46.83743999999099,2602.0799999994997,2602.0799999994997,1100.6798399997879,0.2115,0.2115,0.3491539413949648,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.09,2626.1733333328284,2070.737673332935,3181.6089933327216,555.4356599998931,555.4356599998931,244.23411999995304,34.14025333332677,229.79016666662247,47.27111999999091,244.23411999995304,34.14025333332677,229.79016666662247,47.27111999999091,2626.1733333328284,2626.1733333328284,1110.8713199997865,0.21149999999999997,0.21149999999999997,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.1,2650.266666666157,2089.7352666662646,3210.7980666660496,560.5313999998923,560.5313999998923,246.4747999999526,34.45346666666004,231.89833333328872,47.704799999990826,246.4747999999526,34.45346666666004,231.89833333328872,47.704799999990826,2650.266666666157,2650.266666666157,1121.062799999785,0.21150000000000002,0.21150000000000002,0.3491539413949651,1.5364616360177556
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.11,2674.3599999994863,2108.732859999595,3239.9871399993776,565.6271399998913,565.6271399998913,248.7154799999522,34.76667999999332,234.00649999995503,48.13847999999075,248.7154799999522,34.76667999999332,234.00649999995503,48.13847999999075,2674.3599999994863,2674.3599999994863,1131.2542799997827,0.21149999999999997,0.21149999999999997,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.12,2698.453333332815,2127.7304533329248,3269.176213332705,570.7228799998902,570.7228799998902,250.95615999995178,35.079893333326595,236.1146666666213,48.57215999999067,250.95615999995178,35.079893333326595,236.1146666666213,48.57215999999067,2698.453333332815,2698.453333332815,1141.4457599997804,0.21149999999999994,0.21149999999999994,0.34915394139496486,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.13,2722.5466666661428,2146.7280466662537,3298.365286666032,575.8186199998892,575.8186199998892,253.19683999995127,35.393106666659854,238.22283333328747,49.00583999999056,253.19683999995127,35.393106666659854,238.22283333328747,49.00583999999056,2722.5466666661428,2722.5466666661428,1151.637239999778,0.2115,0.2115,0.34915394139496486,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.14,2746.6399999994715,2165.725639999583,3327.55435999936,580.9143599998882,580.9143599998882,255.43751999995084,35.70631999999313,240.33099999995375,49.43951999999048,255.43751999995084,35.70631999999313,240.33099999995375,49.43951999999048,2746.6399999994715,2746.6399999994715,1161.8287199997767,0.21150000000000002,0.21150000000000002,0.349153941394965,1.5364616360177554
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.15,2770.7333333328006,2184.7232333329134,3356.743433332688,586.0100999998873,586.0100999998873,257.67819999995044,36.01953333332641,242.43916666662003,49.873199999990405,257.67819999995044,36.01953333332641,242.43916666662003,49.873199999990405,2770.7333333328006,2770.7333333328006,1172.0201999997744,0.2115,0.2115,0.34915394139496486,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.16,2794.8266666661293,2203.720826666243,3385.932506666016,591.1058399998863,591.1058399998863,259.91887999995004,36.33274666665968,244.5473333332863,50.30687999999032,259.91887999995004,36.33274666665968,244.5473333332863,50.30687999999032,2794.8266666661293,2794.8266666661293,1182.211679999773,0.21149999999999997,0.21149999999999997,0.349153941394965,1.5364616360177554
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.17,2818.919999999458,2222.7184199995727,3415.1215799993433,596.2015799998853,596.2015799998853,262.1595599999496,36.645959999992954,246.65549999995255,50.74055999999024,262.1595599999496,36.645959999992954,246.65549999995255,50.74055999999024,2818.919999999458,2818.919999999458,1192.4031599997707,0.2115,0.2115,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.18,2843.0133333327867,2241.7160133329025,3444.310653332671,601.2973199998844,601.2973199998844,264.4002399999492,36.95917333332623,248.76366666661883,51.17423999999016,264.4002399999492,36.95917333332623,248.76366666661883,51.17423999999016,2843.0133333327867,2843.0133333327867,1202.5946399997683,0.2115,0.2115,0.3491539413949648,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.19,2867.1066666661154,2260.713606666232,3473.499726665999,606.3930599998833,606.3930599998833,266.6409199999487,37.2723866666595,250.87183333328508,51.607919999990074,266.6409199999487,37.2723866666595,250.87183333328508,51.607919999990074,2867.1066666661154,2867.1066666661154,1212.786119999767,0.21149999999999997,0.21149999999999997,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.2,2891.199999999444,2279.711199999562,3502.6887999993264,611.4887999998824,611.4887999998824,268.8815999999483,37.58559999999277,252.97999999995133,52.04159999998999,268.8815999999483,37.58559999999277,252.97999999995133,52.04159999998999,2891.199999999444,2891.199999999444,1222.9775999997646,0.2115,0.2115,0.34915394139496486,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.21,2915.293333332773,2298.708793332891,3531.8778733326544,616.5845399998814,616.5845399998814,271.12227999994786,37.898813333326046,255.0881666666176,52.47527999998991,271.12227999994786,37.898813333326046,255.0881666666176,52.47527999998991,2915.293333332773,2915.293333332773,1233.1690799997632,0.21149999999999997,0.21149999999999997,0.349153941394965,1.5364616360177554
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.22,2939.3866666661015,2317.706386666221,3561.066946665982,621.6802799998806,621.6802799998806,273.36295999994746,38.21202666665932,257.19633333328386,52.908959999989825,273.36295999994746,38.21202666665932,257.19633333328386,52.908959999989825,2939.3866666661015,2939.3866666661015,1243.3605599997609,0.21150000000000002,0.21150000000000002,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.23,2963.47999999943,2336.703979999551,3590.2560199993095,626.7760199998794,626.7760199998794,275.603639999947,38.52523999999259,259.3044999999501,53.34263999998974,275.603639999947,38.52523999999259,259.3044999999501,53.34263999998974,2963.47999999943,2963.47999999943,1253.5520399997586,0.21149999999999997,0.21149999999999997,0.3491539413949648,1.536461636017755
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.24,2987.573333332759,2355.7015733328803,3619.4450933326375,631.8717599998786,631.8717599998786,277.8443199999466,38.838453333325866,261.4126666666164,53.77631999998966,277.8443199999466,38.838453333325866,261.4126666666164,53.77631999998966,2987.573333332759,2987.573333332759,1263.7435199997572,0.21150000000000002,0.21150000000000002,0.349153941394965,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.25,3011.6666666660876,2374.69916666621,3648.634166665965,636.9674999998775,636.9674999998775,280.08499999994615,39.15166666665914,263.52083333328267,54.20999999998957,280.08499999994615,39.15166666665914,263.52083333328267,54.20999999998957,3011.6666666660876,3011.6666666660876,1273.9349999997548,0.2115,0.2115,0.34915394139496486,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.26,3035.7599999994163,2393.6967599995396,3677.823239999293,642.0632399998765,642.0632399998765,282.3256799999457,39.46487999999241,265.6289999999489,54.64367999998949,282.3256799999457,39.46487999999241,265.6289999999489,54.64367999998949,3035.7599999994163,3035.7599999994163,1284.1264799997534,0.21149999999999997,0.21149999999999997,0.349153941394965,1.5364616360177554
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.27,3059.853333332745,2412.6943533328695,3707.0123133326206,647.1589799998756,647.1589799998756,284.5663599999453,39.778093333325685,267.73716666661517,55.077359999989405,284.5663599999453,39.778093333325685,267.73716666661517,55.077359999989405,3059.853333332745,3059.853333332745,1294.317959999751,0.2115,0.2115,0.3491539413949649,1.5364616360177552
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,outside_saxony,with_children,public,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,1.28,3083.9466666660737,2431.6919466661993,3736.201386665948,652.2547199998745,652.2547199998745,286.80703999994483,40.09130666665896,269.8453333332814,55.51103999998932,286.80703999994483,40.09130666665896,269.8453333332814,55.51103999998932,3083.9466666660737,3083.9466666660737,1304.5094399997488,0.21149999999999997,0.21149999999999997,0.3491539413949648,1.536461636017755
